Hospital,Region,Medicine,Month,Demand,Inventory,LeadTimeDays
HOSP_008,MW,FluVax,1,427,117,14
HOSP_008,MW,FluVax,2,157,211,14
HOSP_008,MW,FluVax,3,277,158,7
HOSP_008,MW,FluVax,4,195,70,10
HOSP_008,MW,FluVax,5,233,329,14
HOSP_008,MW,FluVax,6,196,188,10
HOSP_008,MW,FluVax,7,97,263,2
HOSP_008,MW,FluVax,8,161,214,14
HOSP_008,MW,FluVax,9,140,196,7
HOSP_008,MW,FluVax,10,150,359,14
HOSP_008,MW,FluVax,11,382,54,2
HOSP_008,MW,FluVax,12,485,95,3
HOSP_008,MW,Insulin,1,171,157,10
HOSP_008,MW,Insulin,2,258,232,3
HOSP_008,MW,Insulin,3,238,252,2
HOSP_008,MW,Insulin,4,381,228,14
HOSP_008,MW,Insulin,5,333,288,10
HOSP_008,MW,Insulin,6,384,97,2
HOSP_008,MW,Insulin,7,316,377,7
HOSP_008,MW,Insulin,8,191,374,14
HOSP_008,MW,Insulin,9,521,220,7
HOSP_008,MW,Insulin,10,189,369,21
HOSP_008,MW,Insulin,11,432,233,21
HOSP_008,MW,Insulin,12,242,212,7
HOSP_008,MW,Antibiotic,1,131,184,7
HOSP_008,MW,Antibiotic,2,199,86,2
HOSP_008,MW,Antibiotic,3,291,177,2
HOSP_008,MW,Antibiotic,4,388,84,3
HOSP_008,MW,Antibiotic,5,96,309,21
HOSP_008,MW,Antibiotic,6,162,121,7
HOSP_008,MW,Antibiotic,7,412,65,3
HOSP_008,MW,Antibiotic,8,227,211,3
HOSP_008,MW,Antibiotic,9,184,339,7
HOSP_008,MW,Antibiotic,10,429,169,21
HOSP_008,MW,Antibiotic,11,233,370,2
HOSP_008,MW,Antibiotic,12,396,318,14
HOSP_008,MW,PainRelief,1,98,386,21
HOSP_008,MW,PainRelief,2,379,103,10
HOSP_008,MW,PainRelief,3,296,102,21
HOSP_008,MW,PainRelief,4,97,254,7
HOSP_008,MW,PainRelief,5,423,339,3
HOSP_008,MW,PainRelief,6,318,124,2
HOSP_008,MW,PainRelief,7,255,263,21
HOSP_008,MW,PainRelief,8,289,355,2
HOSP_008,MW,PainRelief,9,299,188,2
HOSP_008,MW,PainRelief,10,310,186,7
HOSP_008,MW,PainRelief,11,446,190,7
HOSP_008,MW,PainRelief,12,315,105,10
HOSP_008,MW,Antiviral,1,380,365,7
HOSP_008,MW,Antiviral,2,519,224,14
HOSP_008,MW,Antiviral,3,116,60,2
HOSP_008,MW,Antiviral,4,125,143,2
HOSP_008,MW,Antiviral,5,296,77,2
HOSP_008,MW,Antiviral,6,260,305,21
HOSP_008,MW,Antiviral,7,286,80,3
HOSP_008,MW,Antiviral,8,158,215,7
HOSP_008,MW,Antiviral,9,423,222,14
HOSP_008,MW,Antiviral,10,314,313,10
HOSP_008,MW,Antiviral,11,143,114,10
HOSP_008,MW,Antiviral,12,155,362,2
HOSP_008,MW,PPE_Mask,1,222,123,21
HOSP_008,MW,PPE_Mask,2,218,329,3
HOSP_008,MW,PPE_Mask,3,171,317,21
HOSP_008,MW,PPE_Mask,4,154,220,2
HOSP_008,MW,PPE_Mask,5,473,168,10
HOSP_008,MW,PPE_Mask,6,338,153,10
HOSP_008,MW,PPE_Mask,7,162,224,21
HOSP_008,MW,PPE_Mask,8,314,183,14
HOSP_008,MW,PPE_Mask,9,125,175,10
HOSP_008,MW,PPE_Mask,10,132,184,10
HOSP_008,MW,PPE_Mask,11,470,266,14
HOSP_008,MW,PPE_Mask,12,277,153,7
HOSP_009,NW,FluVax,1,241,173,10
HOSP_009,NW,FluVax,2,267,153,2
HOSP_009,NW,FluVax,3,146,192,10
HOSP_009,NW,FluVax,4,138,108,3
HOSP_009,NW,FluVax,5,172,230,10
HOSP_009,NW,FluVax,6,255,370,2
HOSP_009,NW,FluVax,7,265,96,2
HOSP_009,NW,FluVax,8,104,290,3
HOSP_009,NW,FluVax,9,90,275,14
HOSP_009,NW,FluVax,10,235,343,21
HOSP_009,NW,FluVax,11,519,272,21
HOSP_009,NW,FluVax,12,147,142,10
HOSP_009,NW,Insulin,1,329,205,10
HOSP_009,NW,Insulin,2,174,117,7
HOSP_009,NW,Insulin,3,346,138,3
HOSP_009,NW,Insulin,4,210,203,21
HOSP_009,NW,Insulin,5,221,322,7
HOSP_009,NW,Insulin,6,243,296,14
HOSP_009,NW,Insulin,7,273,88,2
HOSP_009,NW,Insulin,8,186,291,21
HOSP_009,NW,Insulin,9,219,304,7
HOSP_009,NW,Insulin,10,277,301,3
HOSP_009,NW,Insulin,11,366,398,7
HOSP_009,NW,Insulin,12,413,59,10
HOSP_009,NW,Antibiotic,1,324,138,14
HOSP_009,NW,Antibiotic,2,235,166,21
HOSP_009,NW,Antibiotic,3,321,66,3
HOSP_009,NW,Antibiotic,4,275,230,7
HOSP_009,NW,Antibiotic,5,335,165,3
HOSP_009,NW,Antibiotic,6,174,154,14
HOSP_009,NW,Antibiotic,7,242,270,10
HOSP_009,NW,Antibiotic,8,285,361,7
HOSP_009,NW,Antibiotic,9,184,237,3
HOSP_009,NW,Antibiotic,10,381,181,3
HOSP_009,NW,Antibiotic,11,296,196,21
HOSP_009,NW,Antibiotic,12,379,373,3
HOSP_009,NW,PainRelief,1,376,332,14
HOSP_009,NW,PainRelief,2,150,73,3
HOSP_009,NW,PainRelief,3,176,297,10
HOSP_009,NW,PainRelief,4,211,303,14
HOSP_009,NW,PainRelief,5,191,375,14
HOSP_009,NW,PainRelief,6,368,152,21
HOSP_009,NW,PainRelief,7,312,288,2
HOSP_009,NW,PainRelief,8,235,363,3
HOSP_009,NW,PainRelief,9,303,255,2
HOSP_009,NW,PainRelief,10,265,96,21
HOSP_009,NW,PainRelief,11,109,198,2
HOSP_009,NW,PainRelief,12,167,251,7
HOSP_009,NW,Antiviral,1,136,263,2
HOSP_009,NW,Antiviral,2,155,160,2
HOSP_009,NW,Antiviral,3,183,266,7
HOSP_009,NW,Antiviral,4,219,137,3
HOSP_009,NW,Antiviral,5,228,300,2
HOSP_009,NW,Antiviral,6,251,119,21
HOSP_009,NW,Antiviral,7,115,224,14
HOSP_009,NW,Antiviral,8,206,386,7
HOSP_009,NW,Antiviral,9,233,388,7
HOSP_009,NW,Antiviral,10,242,363,2
HOSP_009,NW,Antiviral,11,407,388,21
HOSP_009,NW,Antiviral,12,385,217,7
HOSP_009,NW,PPE_Mask,1,370,62,21
HOSP_009,NW,PPE_Mask,2,396,129,7
HOSP_009,NW,PPE_Mask,3,255,200,3
HOSP_009,NW,PPE_Mask,4,288,362,14
HOSP_009,NW,PPE_Mask,5,325,321,7
HOSP_009,NW,PPE_Mask,6,446,377,10
HOSP_009,NW,PPE_Mask,7,83,332,10
HOSP_009,NW,PPE_Mask,8,226,54,2
HOSP_009,NW,PPE_Mask,9,222,68,21
HOSP_009,NW,PPE_Mask,10,301,96,10
HOSP_009,NW,PPE_Mask,11,290,63,7
HOSP_009,NW,PPE_Mask,12,373,78,3
HOSP_010,SE,FluVax,1,476,66,3
HOSP_010,SE,FluVax,2,319,367,2
HOSP_010,SE,FluVax,3,431,226,10
HOSP_010,SE,FluVax,4,239,315,3
HOSP_010,SE,FluVax,5,410,215,21
HOSP_010,SE,FluVax,6,343,344,7
HOSP_010,SE,FluVax,7,98,157,7
HOSP_010,SE,FluVax,8,273,371,21
HOSP_010,SE,FluVax,9,362,97,21
HOSP_010,SE,FluVax,10,321,108,10
HOSP_010,SE,FluVax,11,398,297,21
HOSP_010,SE,FluVax,12,470,74,14
HOSP_010,SE,Insulin,1,309,186,10
HOSP_010,SE,Insulin,2,421,122,14
HOSP_010,SE,Insulin,3,390,390,2
HOSP_010,SE,Insulin,4,144,181,14
HOSP_010,SE,Insulin,5,380,322,7
HOSP_010,SE,Insulin,6,427,261,14
HOSP_010,SE,Insulin,7,230,367,3
HOSP_010,SE,Insulin,8,123,387,21
HOSP_010,SE,Insulin,9,420,213,7
HOSP_010,SE,Insulin,10,384,370,7
HOSP_010,SE,Insulin,11,413,156,2
HOSP_010,SE,Insulin,12,426,333,2
HOSP_010,SE,Antibiotic,1,464,172,10
HOSP_010,SE,Antibiotic,2,491,163,10
HOSP_010,SE,Antibiotic,3,217,234,14
HOSP_010,SE,Antibiotic,4,255,110,7
HOSP_010,SE,Antibiotic,5,206,52,21
HOSP_010,SE,Antibiotic,6,212,151,21
HOSP_010,SE,Antibiotic,7,304,158,10
HOSP_010,SE,Antibiotic,8,409,118,2
HOSP_010,SE,Antibiotic,9,401,202,14
HOSP_010,SE,Antibiotic,10,296,101,2
HOSP_010,SE,Antibiotic,11,194,363,2
HOSP_010,SE,Antibiotic,12,194,186,21
HOSP_010,SE,PainRelief,1,181,310,3
HOSP_010,SE,PainRelief,2,232,362,21
HOSP_010,SE,PainRelief,3,362,161,14
HOSP_010,SE,PainRelief,4,218,134,3
HOSP_010,SE,PainRelief,5,260,338,21
HOSP_010,SE,PainRelief,6,277,171,3
HOSP_010,SE,PainRelief,7,312,77,7
HOSP_010,SE,PainRelief,8,135,295,7
HOSP_010,SE,PainRelief,9,285,186,2
HOSP_010,SE,PainRelief,10,151,244,3
HOSP_010,SE,PainRelief,11,378,190,21
HOSP_010,SE,PainRelief,12,246,288,14
HOSP_010,SE,Antiviral,1,268,393,3
HOSP_010,SE,Antiviral,2,174,374,3
HOSP_010,SE,Antiviral,3,152,220,2
HOSP_010,SE,Antiviral,4,341,256,14
HOSP_010,SE,Antiviral,5,364,359,10
HOSP_010,SE,Antiviral,6,211,370,14
HOSP_010,SE,Antiviral,7,247,167,2
HOSP_010,SE,Antiviral,8,326,388,7
HOSP_010,SE,Antiviral,9,401,79,2
HOSP_010,SE,Antiviral,10,409,97,3
HOSP_010,SE,Antiviral,11,84,341,10
HOSP_010,SE,Antiviral,12,224,222,3
HOSP_010,SE,PPE_Mask,1,160,255,7
HOSP_010,SE,PPE_Mask,2,346,109,10
HOSP_010,SE,PPE_Mask,3,215,111,2
HOSP_010,SE,PPE_Mask,4,348,173,3
HOSP_010,SE,PPE_Mask,5,487,250,3
HOSP_010,SE,PPE_Mask,6,281,367,3
HOSP_010,SE,PPE_Mask,7,321,78,7
HOSP_010,SE,PPE_Mask,8,141,269,21
HOSP_010,SE,PPE_Mask,9,389,326,3
HOSP_010,SE,PPE_Mask,10,492,111,3
HOSP_010,SE,PPE_Mask,11,345,57,7
HOSP_010,SE,PPE_Mask,12,358,143,21
HOSP_011,SW,FluVax,1,419,395,3
HOSP_011,SW,FluVax,2,454,111,21
HOSP_011,SW,FluVax,3,382,178,21
HOSP_011,SW,FluVax,4,295,159,14
HOSP_011,SW,FluVax,5,329,256,10
HOSP_011,SW,FluVax,6,239,375,10
HOSP_011,SW,FluVax,7,230,306,14
HOSP_011,SW,FluVax,8,140,145,7
HOSP_011,SW,FluVax,9,220,266,21
HOSP_011,SW,FluVax,10,502,153,14
HOSP_011,SW,FluVax,11,184,305,21
HOSP_011,SW,FluVax,12,156,189,7
HOSP_011,SW,Insulin,1,332,396,7
HOSP_011,SW,Insulin,2,372,302,14
HOSP_011,SW,Insulin,3,393,353,14
HOSP_011,SW,Insulin,4,327,163,2
HOSP_011,SW,Insulin,5,427,52,14
HOSP_011,SW,Insulin,6,382,388,2
HOSP_011,SW,Insulin,7,129,123,14
HOSP_011,SW,Insulin,8,180,97,7
HOSP_011,SW,Insulin,9,402,246,7
HOSP_011,SW,Insulin,10,367,317,3
HOSP_011,SW,Insulin,11,340,63,7
HOSP_011,SW,Insulin,12,515,204,21
HOSP_011,SW,Antibiotic,1,473,392,2
HOSP_011,SW,Antibiotic,2,318,231,3
HOSP_011,SW,Antibiotic,3,275,192,10
HOSP_011,SW,Antibiotic,4,326,258,14
HOSP_011,SW,Antibiotic,5,490,317,21
HOSP_011,SW,Antibiotic,6,410,180,10
HOSP_011,SW,Antibiotic,7,257,279,3
HOSP_011,SW,Antibiotic,8,205,124,10
HOSP_011,SW,Antibiotic,9,306,258,10
HOSP_011,SW,Antibiotic,10,391,367,7
HOSP_011,SW,Antibiotic,11,181,305,2
HOSP_011,SW,Antibiotic,12,602,342,3
HOSP_011,SW,PainRelief,1,330,271,21
HOSP_011,SW,PainRelief,2,182,168,10
HOSP_011,SW,PainRelief,3,236,60,3
HOSP_011,SW,PainRelief,4,232,107,3
HOSP_011,SW,PainRelief,5,178,101,14
HOSP_011,SW,PainRelief,6,167,175,2
HOSP_011,SW,PainRelief,7,225,142,21
HOSP_011,SW,PainRelief,8,222,88,10
HOSP_011,SW,PainRelief,9,297,239,14
HOSP_011,SW,PainRelief,10,159,177,21
HOSP_011,SW,PainRelief,11,334,194,2
HOSP_011,SW,PainRelief,12,161,155,14
HOSP_011,SW,Antiviral,1,133,67,7
HOSP_011,SW,Antiviral,2,448,155,14
HOSP_011,SW,Antiviral,3,311,250,10
HOSP_011,SW,Antiviral,4,431,376,2
HOSP_011,SW,Antiviral,5,162,236,2
HOSP_011,SW,Antiviral,6,287,386,2
HOSP_011,SW,Antiviral,7,335,319,21
HOSP_011,SW,Antiviral,8,174,121,2
HOSP_011,SW,Antiviral,9,407,269,14
HOSP_011,SW,Antiviral,10,264,180,14
HOSP_011,SW,Antiviral,11,380,249,21
HOSP_011,SW,Antiviral,12,398,81,7
HOSP_011,SW,PPE_Mask,1,498,398,14
HOSP_011,SW,PPE_Mask,2,191,176,2
HOSP_011,SW,PPE_Mask,3,372,62,14
HOSP_011,SW,PPE_Mask,4,345,325,10
HOSP_011,SW,PPE_Mask,5,438,322,3
HOSP_011,SW,PPE_Mask,6,351,158,21
HOSP_011,SW,PPE_Mask,7,219,278,2
HOSP_011,SW,PPE_Mask,8,442,321,3
HOSP_011,SW,PPE_Mask,9,378,270,21
HOSP_011,SW,PPE_Mask,10,160,220,14
HOSP_011,SW,PPE_Mask,11,319,165,2
HOSP_011,SW,PPE_Mask,12,228,102,10
HOSP_012,NE,FluVax,1,439,276,7
HOSP_012,NE,FluVax,2,157,337,10
HOSP_012,NE,FluVax,3,421,156,3
HOSP_012,NE,FluVax,4,283,152,7
HOSP_012,NE,FluVax,5,361,105,21
HOSP_012,NE,FluVax,6,227,241,7
HOSP_012,NE,FluVax,7,328,354,14
HOSP_012,NE,FluVax,8,205,153,7
HOSP_012,NE,FluVax,9,113,77,3
HOSP_012,NE,FluVax,10,227,293,10
HOSP_012,NE,FluVax,11,436,132,3
HOSP_012,NE,FluVax,12,318,233,7
HOSP_012,NE,Insulin,1,468,257,3
HOSP_012,NE,Insulin,2,425,186,10
HOSP_012,NE,Insulin,3,271,339,7
HOSP_012,NE,Insulin,4,277,122,3
HOSP_012,NE,Insulin,5,319,54,7
HOSP_012,NE,Insulin,6,500,162,7
HOSP_012,NE,Insulin,7,363,389,10
HOSP_012,NE,Insulin,8,286,225,2
HOSP_012,NE,Insulin,9,206,389,2
HOSP_012,NE,Insulin,10,498,343,14
HOSP_012,NE,Insulin,11,263,326,2
HOSP_012,NE,Insulin,12,257,162,7
HOSP_012,NE,Antibiotic,1,193,198,10
HOSP_012,NE,Antibiotic,2,351,200,7
HOSP_012,NE,Antibiotic,3,352,54,3
HOSP_012,NE,Antibiotic,4,209,86,7
HOSP_012,NE,Antibiotic,5,309,51,2
HOSP_012,NE,Antibiotic,6,199,79,7
HOSP_012,NE,Antibiotic,7,231,269,3
HOSP_012,NE,Antibiotic,8,304,272,3
HOSP_012,NE,Antibiotic,9,325,89,14
HOSP_012,NE,Antibiotic,10,255,298,3
HOSP_012,NE,Antibiotic,11,299,148,14
HOSP_012,NE,Antibiotic,12,510,224,2
HOSP_012,NE,PainRelief,1,228,127,14
HOSP_012,NE,PainRelief,2,309,63,14
HOSP_012,NE,PainRelief,3,143,212,10
HOSP_012,NE,PainRelief,4,361,107,2
HOSP_012,NE,PainRelief,5,331,69,21
HOSP_012,NE,PainRelief,6,315,291,3
HOSP_012,NE,PainRelief,7,113,93,7
HOSP_012,NE,PainRelief,8,403,386,7
HOSP_012,NE,PainRelief,9,246,93,14
HOSP_012,NE,PainRelief,10,212,99,2
HOSP_012,NE,PainRelief,11,373,288,21
HOSP_012,NE,PainRelief,12,306,257,10
HOSP_012,NE,Antiviral,1,392,286,3
HOSP_012,NE,Antiviral,2,359,329,7
HOSP_012,NE,Antiviral,3,100,174,2
HOSP_012,NE,Antiviral,4,116,279,3
HOSP_012,NE,Antiviral,5,235,220,21
HOSP_012,NE,Antiviral,6,293,399,21
HOSP_012,NE,Antiviral,7,314,337,3
HOSP_012,NE,Antiviral,8,376,145,2
HOSP_012,NE,Antiviral,9,356,372,3
HOSP_012,NE,Antiviral,10,221,145,10
HOSP_012,NE,Antiviral,11,176,263,21
HOSP_012,NE,Antiviral,12,462,199,7
HOSP_012,NE,PPE_Mask,1,68,300,2
HOSP_012,NE,PPE_Mask,2,317,132,14
HOSP_012,NE,PPE_Mask,3,173,330,10
HOSP_012,NE,PPE_Mask,4,225,74,3
HOSP_012,NE,PPE_Mask,5,255,74,21
HOSP_012,NE,PPE_Mask,6,141,275,3
HOSP_012,NE,PPE_Mask,7,91,113,3
HOSP_012,NE,PPE_Mask,8,190,103,7
HOSP_012,NE,PPE_Mask,9,117,193,21
HOSP_012,NE,PPE_Mask,10,426,288,3
HOSP_012,NE,PPE_Mask,11,230,364,7
HOSP_012,NE,PPE_Mask,12,238,312,21
HOSP_013,SW,FluVax,1,201,341,14
HOSP_013,SW,FluVax,2,259,257,10
HOSP_013,SW,FluVax,3,199,200,21
HOSP_013,SW,FluVax,4,411,173,14
HOSP_013,SW,FluVax,5,401,324,14
HOSP_013,SW,FluVax,6,198,214,7
HOSP_013,SW,FluVax,7,166,213,3
HOSP_013,SW,FluVax,8,109,195,14
HOSP_013,SW,FluVax,9,202,190,7
HOSP_013,SW,FluVax,10,329,71,10
HOSP_013,SW,FluVax,11,541,384,2
HOSP_013,SW,FluVax,12,173,99,3
HOSP_013,SW,Insulin,1,190,373,14
HOSP_013,SW,Insulin,2,332,347,2
HOSP_013,SW,Insulin,3,308,390,14
HOSP_013,SW,Insulin,4,280,230,3
HOSP_013,SW,Insulin,5,297,322,21
HOSP_013,SW,Insulin,6,276,156,2
HOSP_013,SW,Insulin,7,195,155,3
HOSP_013,SW,Insulin,8,124,157,7
HOSP_013,SW,Insulin,9,168,274,14
HOSP_013,SW,Insulin,10,335,91,14
HOSP_013,SW,Insulin,11,179,332,2
HOSP_013,SW,Insulin,12,455,138,3
HOSP_013,SW,Antibiotic,1,241,275,10
HOSP_013,SW,Antibiotic,2,244,370,7
HOSP_013,SW,Antibiotic,3,447,106,21
HOSP_013,SW,Antibiotic,4,129,61,14
HOSP_013,SW,Antibiotic,5,310,159,21
HOSP_013,SW,Antibiotic,6,501,211,3
HOSP_013,SW,Antibiotic,7,370,255,14
HOSP_013,SW,Antibiotic,8,540,145,2
HOSP_013,SW,Antibiotic,9,386,172,7
HOSP_013,SW,Antibiotic,10,409,153,7
HOSP_013,SW,Antibiotic,11,420,136,21
HOSP_013,SW,Antibiotic,12,198,337,10
HOSP_013,SW,PainRelief,1,240,158,7
HOSP_013,SW,PainRelief,2,270,305,7
HOSP_013,SW,PainRelief,3,136,239,14
HOSP_013,SW,PainRelief,4,189,182,2
HOSP_013,SW,PainRelief,5,381,374,10
HOSP_013,SW,PainRelief,6,171,296,2
HOSP_013,SW,PainRelief,7,221,103,3
HOSP_013,SW,PainRelief,8,122,95,7
HOSP_013,SW,PainRelief,9,192,243,14
HOSP_013,SW,PainRelief,10,145,78,7
HOSP_013,SW,PainRelief,11,372,253,10
HOSP_013,SW,PainRelief,12,224,216,10
HOSP_013,SW,Antiviral,1,175,190,14
HOSP_013,SW,Antiviral,2,246,101,14
HOSP_013,SW,Antiviral,3,183,347,3
HOSP_013,SW,Antiviral,4,111,348,14
HOSP_013,SW,Antiviral,5,157,317,21
HOSP_013,SW,Antiviral,6,138,60,21
HOSP_013,SW,Antiviral,7,112,279,2
HOSP_013,SW,Antiviral,8,223,281,7
HOSP_013,SW,Antiviral,9,313,366,10
HOSP_013,SW,Antiviral,10,243,189,7
HOSP_013,SW,Antiviral,11,381,167,10
HOSP_013,SW,Antiviral,12,231,56,21
HOSP_013,SW,PPE_Mask,1,233,362,3
HOSP_013,SW,PPE_Mask,2,163,213,21
HOSP_013,SW,PPE_Mask,3,115,287,21
HOSP_013,SW,PPE_Mask,4,449,128,21
HOSP_013,SW,PPE_Mask,5,433,369,2
HOSP_013,SW,PPE_Mask,6,224,386,3
HOSP_013,SW,PPE_Mask,7,241,355,21
HOSP_013,SW,PPE_Mask,8,404,50,10
HOSP_013,SW,PPE_Mask,9,339,267,10
HOSP_013,SW,PPE_Mask,10,379,238,7
HOSP_013,SW,PPE_Mask,11,282,172,7
HOSP_013,SW,PPE_Mask,12,266,195,10
HOSP_014,SW,FluVax,1,376,309,14
HOSP_014,SW,FluVax,2,161,88,2
HOSP_014,SW,FluVax,3,393,317,21
HOSP_014,SW,FluVax,4,201,230,14
HOSP_014,SW,FluVax,5,326,201,21
HOSP_014,SW,FluVax,6,270,144,21
HOSP_014,SW,FluVax,7,436,167,21
HOSP_014,SW,FluVax,8,225,295,14
HOSP_014,SW,FluVax,9,99,320,3
HOSP_014,SW,FluVax,10,371,221,21
HOSP_014,SW,FluVax,11,314,235,2
HOSP_014,SW,FluVax,12,382,60,10
HOSP_014,SW,Insulin,1,396,71,3
HOSP_014,SW,Insulin,2,379,74,2
HOSP_014,SW,Insulin,3,269,273,10
HOSP_014,SW,Insulin,4,314,314,3
HOSP_014,SW,Insulin,5,332,102,7
HOSP_014,SW,Insulin,6,174,320,14
HOSP_014,SW,Insulin,7,245,84,21
HOSP_014,SW,Insulin,8,164,126,14
HOSP_014,SW,Insulin,9,322,224,10
HOSP_014,SW,Insulin,10,320,94,14
HOSP_014,SW,Insulin,11,183,376,21
HOSP_014,SW,Insulin,12,186,162,14
HOSP_014,SW,Antibiotic,1,138,61,2
HOSP_014,SW,Antibiotic,2,321,383,2
HOSP_014,SW,Antibiotic,3,165,195,7
HOSP_014,SW,Antibiotic,4,255,141,7
HOSP_014,SW,Antibiotic,5,271,269,2
HOSP_014,SW,Antibiotic,6,159,55,21
HOSP_014,SW,Antibiotic,7,417,350,3
HOSP_014,SW,Antibiotic,8,231,163,2
HOSP_014,SW,Antibiotic,9,357,265,2
HOSP_014,SW,Antibiotic,10,392,263,21
HOSP_014,SW,Antibiotic,11,184,236,2
HOSP_014,SW,Antibiotic,12,430,229,14
HOSP_014,SW,PainRelief,1,129,217,21
HOSP_014,SW,PainRelief,2,241,359,21
HOSP_014,SW,PainRelief,3,274,285,21
HOSP_014,SW,PainRelief,4,279,114,21
HOSP_014,SW,PainRelief,5,214,207,14
HOSP_014,SW,PainRelief,6,276,274,14
HOSP_014,SW,PainRelief,7,313,137,7
HOSP_014,SW,PainRelief,8,425,219,3
HOSP_014,SW,PainRelief,9,213,158,2
HOSP_014,SW,PainRelief,10,262,345,14
HOSP_014,SW,PainRelief,11,255,141,2
HOSP_014,SW,PainRelief,12,434,74,3
HOSP_014,SW,Antiviral,1,273,124,21
HOSP_014,SW,Antiviral,2,119,274,7
HOSP_014,SW,Antiviral,3,292,239,2
HOSP_014,SW,Antiviral,4,243,175,7
HOSP_014,SW,Antiviral,5,341,260,2
HOSP_014,SW,Antiviral,6,239,178,3
HOSP_014,SW,Antiviral,7,288,83,2
HOSP_014,SW,Antiviral,8,286,70,3
HOSP_014,SW,Antiviral,9,200,293,3
HOSP_014,SW,Antiviral,10,223,378,10
HOSP_014,SW,Antiviral,11,106,258,7
HOSP_014,SW,Antiviral,12,238,296,14
HOSP_014,SW,PPE_Mask,1,343,309,3
HOSP_014,SW,PPE_Mask,2,440,144,2
HOSP_014,SW,PPE_Mask,3,476,166,7
HOSP_014,SW,PPE_Mask,4,150,213,14
HOSP_014,SW,PPE_Mask,5,284,109,14
HOSP_014,SW,PPE_Mask,6,509,228,14
HOSP_014,SW,PPE_Mask,7,270,232,2
HOSP_014,SW,PPE_Mask,8,272,62,3
HOSP_014,SW,PPE_Mask,9,266,148,3
HOSP_014,SW,PPE_Mask,10,234,241,14
HOSP_014,SW,PPE_Mask,11,177,367,2
HOSP_014,SW,PPE_Mask,12,404,84,21
HOSP_015,NE,FluVax,1,309,193,21
HOSP_015,NE,FluVax,2,193,259,10
HOSP_015,NE,FluVax,3,216,56,7
HOSP_015,NE,FluVax,4,187,55,3
HOSP_015,NE,FluVax,5,165,223,7
HOSP_015,NE,FluVax,6,254,333,7
HOSP_015,NE,FluVax,7,323,271,7
HOSP_015,NE,FluVax,8,125,161,21
HOSP_015,NE,FluVax,9,335,249,21
HOSP_015,NE,FluVax,10,317,295,14
HOSP_015,NE,FluVax,11,158,227,10
HOSP_015,NE,FluVax,12,506,258,7
HOSP_015,NE,Insulin,1,234,148,10
HOSP_015,NE,Insulin,2,307,302,14
HOSP_015,NE,Insulin,3,122,387,3
HOSP_015,NE,Insulin,4,212,128,21
HOSP_015,NE,Insulin,5,157,239,14
HOSP_015,NE,Insulin,6,427,238,21
HOSP_015,NE,Insulin,7,168,285,21
HOSP_015,NE,Insulin,8,257,131,21
HOSP_015,NE,Insulin,9,356,63,7
HOSP_015,NE,Insulin,10,371,138,21
HOSP_015,NE,Insulin,11,267,321,3
HOSP_015,NE,Insulin,12,310,322,3
HOSP_015,NE,Antibiotic,1,233,130,2
HOSP_015,NE,Antibiotic,2,366,65,7
HOSP_015,NE,Antibiotic,3,336,314,7
HOSP_015,NE,Antibiotic,4,237,263,21
HOSP_015,NE,Antibiotic,5,396,146,2
HOSP_015,NE,Antibiotic,6,100,174,3
HOSP_015,NE,Antibiotic,7,186,154,10
HOSP_015,NE,Antibiotic,8,258,339,3
HOSP_015,NE,Antibiotic,9,150,231,14
HOSP_015,NE,Antibiotic,10,403,344,14
HOSP_015,NE,Antibiotic,11,241,335,3
HOSP_015,NE,Antibiotic,12,484,372,3
HOSP_015,NE,PainRelief,1,228,117,21
HOSP_015,NE,PainRelief,2,249,334,14
HOSP_015,NE,PainRelief,3,141,177,10
HOSP_015,NE,PainRelief,4,394,377,2
HOSP_015,NE,PainRelief,5,339,365,7
HOSP_015,NE,PainRelief,6,108,261,21
HOSP_015,NE,PainRelief,7,378,207,3
HOSP_015,NE,PainRelief,8,127,343,21
HOSP_015,NE,PainRelief,9,436,105,7
HOSP_015,NE,PainRelief,10,155,163,14
HOSP_015,NE,PainRelief,11,167,228,2
HOSP_015,NE,PainRelief,12,329,65,10
HOSP_015,NE,Antiviral,1,213,114,10
HOSP_015,NE,Antiviral,2,492,322,2
HOSP_015,NE,Antiviral,3,311,384,3
HOSP_015,NE,Antiviral,4,324,255,21
HOSP_015,NE,Antiviral,5,207,174,2
HOSP_015,NE,Antiviral,6,207,199,2
HOSP_015,NE,Antiviral,7,364,260,3
HOSP_015,NE,Antiviral,8,182,328,3
HOSP_015,NE,Antiviral,9,177,85,14
HOSP_015,NE,Antiviral,10,468,234,14
HOSP_015,NE,Antiviral,11,147,343,21
HOSP_015,NE,Antiviral,12,212,128,7
HOSP_015,NE,PPE_Mask,1,169,120,7
HOSP_015,NE,PPE_Mask,2,132,131,7
HOSP_015,NE,PPE_Mask,3,128,55,3
HOSP_015,NE,PPE_Mask,4,296,277,14
HOSP_015,NE,PPE_Mask,5,398,219,7
HOSP_015,NE,PPE_Mask,6,205,257,2
HOSP_015,NE,PPE_Mask,7,194,236,3
HOSP_015,NE,PPE_Mask,8,302,341,3
HOSP_015,NE,PPE_Mask,9,151,252,3
HOSP_015,NE,PPE_Mask,10,378,166,21
HOSP_015,NE,PPE_Mask,11,196,194,14
HOSP_015,NE,PPE_Mask,12,276,367,2
HOSP_016,SW,FluVax,1,465,252,14
HOSP_016,SW,FluVax,2,518,201,3
